Student_ID,Session_ID,Quiz_1_Marks,Quiz_2_Marks,Quiz_3_Marks,Quiz_4_Marks,Quiz_5_Marks,speach,Time_Spent_on_speach,Cumulative_Average_Quiz_Score,Recent_Quiz_Trend,Score
67,274,40,0,0,80,100,The Impact of Globalization on Local Cultures,1 min,44.0,Improving,43
58,341,20,0,40,40,100,The Impact of Technology on Education,3 min,40.0,Improving,42
27,417,60,100,40,20,60,The Challenges and Benefits of Urbanization,1 min,56.0,Improving,51
28,134,80,0,80,60,40,The Impact of Technology on Education,1 min,52.0,Declining,44
7,149,60,100,0,80,100,The Role of Renewable Energy in Combating Climate Change,4 min,68.0,Improving,58
6,300,40,60,20,20,80,The Role of Renewable Energy in Combating Climate Change,4 min,44.0,Improving,37
97,305,0,40,20,60,40,The Impact of Technology on Education,1 min,32.0,Declining,31
61,235,40,100,80,0,60,The Impact of Globalization on Local Cultures,5 min,56.0,Improving,61
32,18,0,40,0,100,80,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Declining,42
75,368,100,20,60,60,20,The Impact of Technology on Education,1 min,52.0,Declining,45
18,184,80,0,80,60,80,The Impact of Globalization on Local Cultures,1 min,60.0,Improving,69
12,135,20,80,0,20,100,The Impact of Globalization on Local Cultures,5 min,44.0,Improving,47
93,394,40,100,20,80,0,The Importance of Exercise,3 min,48.0,Declining,54
33,390,80,80,100,100,0,The Challenges and Benefits of Urbanization,5 min,72.0,Declining,77
83,258,80,80,60,60,0,The Impact of Globalization on Local Cultures,4 min,56.0,Declining,62
40,458,40,20,20,40,40,The Impact of Globalization on Local Cultures,1 min,32.0,Stable,35
16,337,0,60,60,20,80,The Impact of Technology on Education,1 min,44.0,Improving,39
7,257,0,40,40,40,80,The Role of Renewable Energy in Combating Climate Change,5 min,40.0,Improving,35
47,416,0,0,100,40,0,The Challenges and Benefits of Urbanization,3 min,28.0,Declining,22
70,480,80,60,20,100,40,The Role of Renewable Energy in Combating Climate Change,5 min,60.0,Declining,56
62,148,80,80,0,0,100,The Impact of Technology on Education,2 min,52.0,Improving,61
72,341,20,100,40,60,20,The Challenges and Benefits of Urbanization,5 min,48.0,Declining,54
12,355,0,80,0,40,60,The Role of Renewable Energy in Combating Climate Change,3 min,36.0,Improving,41
60,76,100,60,40,20,80,The Role of Renewable Energy in Combating Climate Change,2 min,60.0,Improving,64
71,222,40,60,20,0,80,The Impact of Technology on Education,1 min,40.0,Improving,34
25,186,100,40,40,40,60,The Challenges and Benefits of Urbanization,1 min,56.0,Improving,56
86,10,100,40,20,100,60,The Impact of Technology on Education,1 min,64.0,Declining,70
76,60,100,20,40,40,80,The Impact of Globalization on Local Cultures,3 min,56.0,Improving,59
40,34,40,20,100,60,40,The Challenges and Benefits of Urbanization,2 min,52.0,Declining,57
23,268,40,20,100,80,80,The Importance of Exercise,5 min,64.0,Stable,55
21,449,40,80,60,20,80,The Impact of Globalization on Local Cultures,2 min,56.0,Improving,57
74,190,40,40,60,20,40,The Impact of Globalization on Local Cultures,5 min,40.0,Improving,39
26,211,20,0,60,40,60,The Role of Renewable Energy in Combating Climate Change,3 min,36.0,Improving,30
8,98,100,40,40,80,80,The Importance of Exercise,3 min,68.0,Stable,61
47,313,100,60,20,80,100,The Impact of Technology on Education,1 min,72.0,Improving,81
99,262,20,40,20,20,100,The Impact of Technology on Education,2 min,40.0,Improving,49
36,204,100,40,40,100,40,The Impact of Technology on Education,3 min,64.0,Declining,69
82,280,20,80,20,0,60,The Challenges and Benefits of Urbanization,4 min,36.0,Improving,35
40,189,60,100,0,20,60,The Challenges and Benefits of Urbanization,5 min,48.0,Improving,56
56,401,80,40,80,100,20,The Impact of Globalization on Local Cultures,2 min,64.0,Declining,70
25,135,60,100,60,80,20,The Impact of Technology on Education,5 min,64.0,Declining,55
98,194,60,100,40,40,0,The Importance of Exercise,4 min,48.0,Declining,41
37,58,0,60,0,100,80,The Impact of Technology on Education,5 min,48.0,Declining,44
75,352,20,60,0,20,0,The Impact of Globalization on Local Cultures,3 min,20.0,Declining,24
42,357,20,100,0,60,100,The Impact of Globalization on Local Cultures,4 min,56.0,Improving,48
47,399,40,80,60,80,80,The Importance of Exercise,4 min,68.0,Stable,78
79,200,0,100,60,80,0,The Role of Renewable Energy in Combating Climate Change,2 min,48.0,Declining,40
92,140,0,60,100,60,60,The Importance of Exercise,4 min,56.0,Stable,57
70,190,40,80,60,40,40,The Importance of Exercise,1 min,52.0,Stable,44
66,217,80,0,80,100,40,The Importance of Exercise,5 min,60.0,Declining,58
10,104,80,0,60,100,0,The Impact of Globalization on Local Cultures,3 min,48.0,Declining,58
56,183,20,80,0,80,0,The Impact of Globalization on Local Cultures,5 min,36.0,Declining,31
40,260,100,40,100,60,20,The Importance of Exercise,5 min,64.0,Declining,63
48,22,20,100,40,40,60,The Impact of Technology on Education,1 min,52.0,Improving,52
3,74,0,80,40,100,60,The Role of Renewable Energy in Combating Climate Change,3 min,56.0,Declining,50
84,396,60,0,40,80,20,The Importance of Exercise,1 min,40.0,Declining,33
36,273,0,20,0,60,20,The Challenges and Benefits of Urbanization,3 min,20.0,Declining,20
67,409,100,40,80,60,40,The Role of Renewable Energy in Combating Climate Change,1 min,64.0,Declining,61
31,230,0,80,100,0,100,The Challenges and Benefits of Urbanization,1 min,56.0,Improving,52
3,416,60,40,0,80,80,The Impact of Technology on Education,1 min,52.0,Stable,55
57,32,0,0,0,80,20,The Impact of Globalization on Local Cultures,1 min,20.0,Declining,20
56,443,80,100,60,60,60,The Challenges and Benefits of Urbanization,2 min,72.0,Stable,63
5,261,60,40,80,40,0,The Impact of Technology on Education,3 min,44.0,Declining,36
89,240,0,40,100,0,60,The Importance of Exercise,5 min,40.0,Improving,34
61,471,100,60,60,20,40,The Role of Renewable Energy in Combating Climate Change,3 min,56.0,Improving,58
57,488,60,60,20,80,0,The Role of Renewable Energy in Combating Climate Change,3 min,44.0,Declining,38
11,227,0,20,40,80,100,The Impact of Globalization on Local Cultures,1 min,48.0,Improving,45
49,484,100,100,80,20,40,The Impact of Globalization on Local Cultures,5 min,68.0,Improving,72
34,67,100,0,60,20,80,The Role of Renewable Energy in Combating Climate Change,2 min,52.0,Improving,48
15,71,60,0,60,40,100,The Challenges and Benefits of Urbanization,1 min,52.0,Improving,62
6,165,40,20,100,0,0,The Challenges and Benefits of Urbanization,5 min,32.0,Stable,24
84,244,80,100,0,100,20,The Importance of Exercise,3 min,60.0,Declining,64
10,10,80,80,60,80,20,The Role of Renewable Energy in Combating Climate Change,4 min,64.0,Declining,67
73,6,80,60,40,60,20,The Role of Renewable Energy in Combating Climate Change,1 min,52.0,Declining,43
29,475,40,80,0,80,0,The Importance of Exercise,5 min,40.0,Declining,44
1,434,40,100,40,80,20,The Impact of Globalization on Local Cultures,2 min,56.0,Declining,54
8,428,60,20,40,100,60,The Importance of Exercise,4 min,56.0,Declining,54
96,151,100,20,20,60,40,The Importance of Exercise,5 min,48.0,Declining,54
84,442,20,40,100,60,100,The Role of Renewable Energy in Combating Climate Change,2 min,64.0,Improving,69
52,396,20,20,20,0,80,The Role of Renewable Energy in Combating Climate Change,4 min,28.0,Improving,23
92,337,20,40,20,100,40,The Impact of Globalization on Local Cultures,1 min,44.0,Declining,42
33,145,60,20,80,80,80,The Importance of Exercise,5 min,64.0,Stable,64
99,39,100,80,20,60,60,The Role of Renewable Energy in Combating Climate Change,1 min,64.0,Stable,62
29,446,80,80,20,80,20,The Challenges and Benefits of Urbanization,3 min,56.0,Declining,59
97,353,40,60,60,60,20,The Impact of Technology on Education,2 min,48.0,Declining,54
9,227,100,80,40,40,80,The Impact of Globalization on Local Cultures,3 min,68.0,Improving,71
27,121,100,40,0,20,80,The Importance of Exercise,4 min,48.0,Improving,38
81,240,100,60,20,100,40,The Challenges and Benefits of Urbanization,5 min,64.0,Declining,73
5,123,60,80,40,40,0,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Declining,34
66,424,60,40,40,60,20,The Challenges and Benefits of Urbanization,2 min,44.0,Declining,53
10,425,0,0,20,40,80,The Impact of Globalization on Local Cultures,2 min,28.0,Improving,37
85,221,60,40,60,80,40,The Impact of Globalization on Local Cultures,5 min,56.0,Declining,52
29,440,0,100,20,20,80,The Challenges and Benefits of Urbanization,4 min,44.0,Improving,43
21,53,20,80,60,0,20,The Challenges and Benefits of Urbanization,1 min,36.0,Improving,41
5,396,100,80,20,0,40,The Challenges and Benefits of Urbanization,5 min,48.0,Improving,51
21,80,80,0,60,20,100,The Importance of Exercise,5 min,52.0,Improving,51
2,484,20,40,100,20,20,The Importance of Exercise,4 min,40.0,Stable,40
26,50,20,60,60,80,80,The Impact of Technology on Education,1 min,60.0,Stable,61
67,371,20,0,20,40,0,The Importance of Exercise,3 min,16.0,Declining,20
13,498,80,0,60,0,0,The Challenges and Benefits of Urbanization,3 min,28.0,Stable,31
73,349,20,100,0,100,0,The Importance of Exercise,5 min,44.0,Declining,36
73,143,100,80,100,20,60,The Impact of Technology on Education,1 min,72.0,Improving,81
90,250,0,40,20,0,40,The Role of Renewable Energy in Combating Climate Change,3 min,20.0,Improving,24
75,378,80,60,80,20,80,The Importance of Exercise,1 min,64.0,Improving,56
28,128,0,20,40,80,0,The Impact of Globalization on Local Cultures,5 min,28.0,Declining,21
27,288,0,80,100,100,0,The Challenges and Benefits of Urbanization,3 min,56.0,Declining,47
28,78,40,0,20,20,40,The Importance of Exercise,1 min,24.0,Improving,21
43,481,20,60,80,20,20,The Impact of Globalization on Local Cultures,1 min,40.0,Stable,49
63,168,100,80,80,100,40,The Impact of Technology on Education,4 min,80.0,Declining,86
41,273,0,100,20,80,100,The Role of Renewable Energy in Combating Climate Change,1 min,60.0,Improving,67
50,409,0,100,100,100,0,The Role of Renewable Energy in Combating Climate Change,5 min,60.0,Declining,56
12,343,60,60,0,0,40,The Importance of Exercise,1 min,32.0,Improving,23
28,165,60,60,80,40,40,The Impact of Globalization on Local Cultures,2 min,56.0,Stable,65
50,74,60,100,100,100,80,The Impact of Globalization on Local Cultures,2 min,88.0,Declining,95
33,467,100,20,100,20,40,The Challenges and Benefits of Urbanization,4 min,56.0,Improving,53
30,99,0,20,60,60,0,The Role of Renewable Energy in Combating Climate Change,1 min,28.0,Declining,36
9,218,60,80,100,40,20,The Challenges and Benefits of Urbanization,3 min,60.0,Declining,64
38,166,40,20,100,20,20,The Impact of Technology on Education,2 min,40.0,Stable,46
40,350,20,40,60,0,20,The Role of Renewable Energy in Combating Climate Change,1 min,28.0,Improving,32
62,488,80,40,40,20,100,The Importance of Exercise,2 min,56.0,Improving,66
13,262,60,100,60,20,0,The Challenges and Benefits of Urbanization,5 min,48.0,Declining,54
3,132,60,40,0,20,40,The Impact of Globalization on Local Cultures,3 min,32.0,Improving,36
43,261,100,0,20,20,20,The Importance of Exercise,5 min,32.0,Stable,41
87,266,100,0,80,100,80,The Importance of Exercise,2 min,72.0,Declining,76
59,130,0,100,80,60,40,The Importance of Exercise,1 min,56.0,Declining,59
70,147,80,80,100,40,100,The Impact of Globalization on Local Cultures,2 min,80.0,Improving,81
48,87,100,100,0,100,80,The Challenges and Benefits of Urbanization,4 min,76.0,Declining,69
41,480,0,0,0,80,40,The Impact of Technology on Education,1 min,24.0,Declining,30
36,66,40,60,60,40,20,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Declining,35
77,391,100,100,60,20,40,The Impact of Globalization on Local Cultures,3 min,64.0,Improving,55
14,436,0,40,0,20,80,The Challenges and Benefits of Urbanization,5 min,28.0,Improving,24
42,373,100,0,100,0,40,The Impact of Globalization on Local Cultures,2 min,48.0,Improving,38
96,449,0,20,100,40,100,The Role of Renewable Energy in Combating Climate Change,2 min,52.0,Improving,42
78,133,0,40,40,80,40,The Importance of Exercise,3 min,40.0,Declining,32
48,499,20,40,100,40,60,The Importance of Exercise,5 min,52.0,Improving,61
24,93,100,80,0,20,100,The Impact of Technology on Education,3 min,60.0,Improving,58
81,179,60,0,40,60,20,The Challenges and Benefits of Urbanization,5 min,36.0,Declining,26
96,96,80,20,0,60,40,The Challenges and Benefits of Urbanization,2 min,40.0,Declining,50
41,497,100,20,40,20,100,The Importance of Exercise,5 min,56.0,Improving,66
83,367,60,40,40,40,100,The Role of Renewable Energy in Combating Climate Change,4 min,56.0,Improving,53
72,212,20,80,20,80,20,The Importance of Exercise,3 min,44.0,Declining,38
7,269,100,60,0,0,60,The Importance of Exercise,4 min,44.0,Improving,41
12,455,0,0,40,60,0,The Role of Renewable Energy in Combating Climate Change,1 min,20.0,Declining,20
49,458,100,100,20,80,100,The Challenges and Benefits of Urbanization,3 min,80.0,Improving,83
47,407,60,60,40,0,0,The Importance of Exercise,1 min,32.0,Stable,31
73,415,60,100,0,80,20,The Importance of Exercise,1 min,52.0,Declining,61
68,385,60,80,20,20,60,The Challenges and Benefits of Urbanization,1 min,48.0,Improving,51
28,201,80,60,80,40,80,The Importance of Exercise,4 min,68.0,Improving,74
17,347,0,40,0,80,20,The Role of Renewable Energy in Combating Climate Change,3 min,28.0,Declining,35
25,485,80,40,60,20,60,The Role of Renewable Energy in Combating Climate Change,1 min,52.0,Improving,42
38,393,0,0,0,80,60,The Role of Renewable Energy in Combating Climate Change,4 min,28.0,Declining,21
99,439,20,100,20,40,100,The Importance of Exercise,2 min,56.0,Improving,46
62,277,60,0,20,80,20,The Importance of Exercise,2 min,36.0,Declining,32
84,322,20,100,0,80,0,The Impact of Globalization on Local Cultures,2 min,40.0,Declining,45
41,308,80,60,80,0,0,The Impact of Technology on Education,2 min,44.0,Stable,34
60,121,40,0,100,20,20,The Importance of Exercise,2 min,36.0,Stable,34
89,453,20,40,60,20,80,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Improving,47
95,294,80,0,40,20,100,The Importance of Exercise,4 min,48.0,Improving,46
84,89,80,0,60,80,60,The Importance of Exercise,2 min,56.0,Declining,56
34,206,40,0,60,20,40,The Role of Renewable Energy in Combating Climate Change,5 min,32.0,Improving,38
47,110,60,60,40,100,100,The Challenges and Benefits of Urbanization,2 min,72.0,Stable,72
66,187,60,100,100,0,20,The Challenges and Benefits of Urbanization,3 min,56.0,Improving,66
76,90,0,0,80,20,0,The Importance of Exercise,1 min,20.0,Declining,20
78,440,20,80,20,100,60,The Importance of Exercise,4 min,56.0,Declining,46
83,219,100,80,100,40,0,The Impact of Globalization on Local Cultures,2 min,64.0,Declining,57
95,264,20,60,80,60,20,The Role of Renewable Energy in Combating Climate Change,5 min,48.0,Declining,39
55,486,20,80,80,60,40,The Importance of Exercise,2 min,56.0,Declining,57
18,357,20,100,40,80,0,The Role of Renewable Energy in Combating Climate Change,4 min,48.0,Declining,44
6,105,0,40,40,60,40,The Role of Renewable Energy in Combating Climate Change,3 min,36.0,Declining,29
25,395,100,20,80,80,80,The Impact of Globalization on Local Cultures,4 min,72.0,Stable,77
72,99,100,20,0,20,40,The Importance of Exercise,5 min,36.0,Improving,28
50,12,80,0,20,20,0,The Impact of Globalization on Local Cultures,3 min,24.0,Declining,26
99,352,20,0,60,80,60,The Impact of Globalization on Local Cultures,1 min,44.0,Declining,46
62,475,100,80,60,0,20,The Importance of Exercise,2 min,52.0,Improving,46
34,23,0,100,0,100,80,The Challenges and Benefits of Urbanization,4 min,56.0,Declining,51
34,18,80,60,20,40,20,The Impact of Technology on Education,5 min,44.0,Declining,41
29,139,40,60,100,0,0,The Impact of Technology on Education,2 min,40.0,Stable,35
81,111,60,20,0,20,40,The Importance of Exercise,5 min,28.0,Improving,33
95,480,40,100,100,0,100,The Impact of Technology on Education,5 min,68.0,Improving,66
64,456,80,60,40,40,60,The Importance of Exercise,4 min,56.0,Improving,58
18,72,0,60,40,20,40,The Importance of Exercise,1 min,32.0,Improving,36
3,92,40,100,100,80,0,The Importance of Exercise,3 min,64.0,Declining,58
77,216,100,20,100,60,20,The Role of Renewable Energy in Combating Climate Change,5 min,60.0,Declining,55
50,392,20,100,80,20,80,The Challenges and Benefits of Urbanization,2 min,60.0,Improving,51
85,208,80,80,40,0,0,The Impact of Globalization on Local Cultures,1 min,40.0,Stable,38
30,13,60,0,100,40,20,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Declining,53
57,329,20,40,100,80,20,The Role of Renewable Energy in Combating Climate Change,2 min,52.0,Declining,58
14,500,80,60,100,100,20,The Challenges and Benefits of Urbanization,5 min,72.0,Declining,72
78,67,20,100,100,20,100,The Impact of Technology on Education,2 min,68.0,Improving,72
24,98,20,80,20,40,60,The Role of Renewable Energy in Combating Climate Change,3 min,44.0,Improving,45
90,411,100,40,80,80,80,The Importance of Exercise,4 min,76.0,Stable,82
54,259,0,60,80,20,0,The Impact of Globalization on Local Cultures,1 min,32.0,Declining,28
63,269,80,40,100,100,100,The Importance of Exercise,1 min,84.0,Stable,82
31,191,80,40,80,100,20,The Challenges and Benefits of Urbanization,5 min,64.0,Declining,64
53,286,60,40,0,40,20,The Impact of Technology on Education,4 min,32.0,Declining,35
6,61,40,100,20,100,20,The Impact of Technology on Education,4 min,56.0,Declining,49
87,376,20,80,20,20,80,The Challenges and Benefits of Urbanization,4 min,44.0,Improving,41
16,158,80,100,40,60,80,The Importance of Exercise,2 min,72.0,Improving,67
80,499,20,60,60,40,40,The Impact of Globalization on Local Cultures,3 min,44.0,Stable,48
26,349,100,60,40,0,60,The Impact of Globalization on Local Cultures,1 min,52.0,Improving,48
85,267,100,40,40,80,80,The Challenges and Benefits of Urbanization,2 min,68.0,Stable,60
85,177,80,80,20,80,60,The Challenges and Benefits of Urbanization,4 min,64.0,Declining,64
1,3,0,80,20,60,60,The Challenges and Benefits of Urbanization,1 min,44.0,Stable,35
68,279,60,60,0,40,20,The Importance of Exercise,1 min,36.0,Declining,38
61,269,80,80,20,60,80,The Impact of Globalization on Local Cultures,4 min,64.0,Improving,55
26,375,100,0,80,40,100,The Challenges and Benefits of Urbanization,1 min,64.0,Improving,68
14,49,40,100,0,100,40,The Challenges and Benefits of Urbanization,5 min,56.0,Declining,51
44,321,80,40,60,20,80,The Challenges and Benefits of Urbanization,3 min,56.0,Improving,48
94,52,100,80,0,0,40,The Challenges and Benefits of Urbanization,2 min,44.0,Improving,43
23,216,100,100,40,20,20,The Importance of Exercise,1 min,56.0,Stable,46
25,283,60,0,80,40,20,The Role of Renewable Energy in Combating Climate Change,3 min,40.0,Declining,30
33,291,20,0,80,60,20,The Impact of Globalization on Local Cultures,3 min,36.0,Declining,30
72,314,0,40,40,0,40,The Role of Renewable Energy in Combating Climate Change,2 min,24.0,Improving,31
18,486,60,60,40,80,0,The Role of Renewable Energy in Combating Climate Change,4 min,48.0,Declining,56
67,426,40,100,0,20,40,The Impact of Globalization on Local Cultures,5 min,40.0,Improving,48
7,183,60,80,20,0,20,The Role of Renewable Energy in Combating Climate Change,1 min,36.0,Improving,34
41,79,60,20,60,80,80,The Role of Renewable Energy in Combating Climate Change,3 min,60.0,Stable,60
2,141,40,20,20,80,80,The Importance of Exercise,5 min,48.0,Stable,48
68,79,40,20,100,0,100,The Role of Renewable Energy in Combating Climate Change,4 min,52.0,Improving,48
48,66,20,100,20,40,40,The Role of Renewable Energy in Combating Climate Change,2 min,44.0,Stable,37
59,444,80,40,20,60,0,The Role of Renewable Energy in Combating Climate Change,1 min,40.0,Declining,45
84,153,80,100,0,100,20,The Importance of Exercise,1 min,60.0,Declining,53
14,83,60,40,60,80,40,The Challenges and Benefits of Urbanization,3 min,56.0,Declining,56
33,157,80,0,100,100,0,The Challenges and Benefits of Urbanization,3 min,56.0,Declining,64
68,121,40,20,40,80,0,The Impact of Technology on Education,3 min,36.0,Declining,29
59,464,0,20,40,60,80,The Impact of Technology on Education,4 min,40.0,Improving,40
72,115,20,0,100,20,60,The Role of Renewable Energy in Combating Climate Change,4 min,40.0,Improving,46
42,174,80,40,60,20,40,The Impact of Globalization on Local Cultures,4 min,48.0,Improving,45
52,254,0,40,100,40,0,The Impact of Technology on Education,4 min,36.0,Declining,29
97,290,80,40,0,20,0,The Role of Renewable Energy in Combating Climate Change,5 min,28.0,Declining,38
70,339,80,100,60,40,20,The Impact of Globalization on Local Cultures,2 min,60.0,Declining,57
26,119,100,100,80,0,80,The Impact of Technology on Education,3 min,72.0,Improving,64
22,222,20,40,80,0,0,The Challenges and Benefits of Urbanization,3 min,28.0,Stable,38
52,135,100,80,20,0,60,The Role of Renewable Energy in Combating Climate Change,2 min,52.0,Improving,46
21,45,0,80,0,20,0,The Impact of Technology on Education,4 min,20.0,Declining,20
69,296,80,60,80,40,40,The Importance of Exercise,5 min,60.0,Stable,67
19,464,60,80,60,0,80,The Impact of Globalization on Local Cultures,3 min,56.0,Improving,53
53,444,60,80,0,40,80,The Impact of Technology on Education,1 min,52.0,Improving,44
21,150,0,100,100,100,60,The Impact of Technology on Education,1 min,72.0,Declining,68
99,148,40,100,100,100,40,The Impact of Globalization on Local Cultures,4 min,76.0,Declining,80
73,45,40,100,80,0,20,The Impact of Technology on Education,4 min,48.0,Improving,48
15,23,100,40,20,0,80,The Impact of Globalization on Local Cultures,2 min,48.0,Improving,38
25,457,100,60,40,20,60,The Impact of Technology on Education,2 min,56.0,Improving,55
67,232,80,0,20,0,40,The Role of Renewable Energy in Combating Climate Change,4 min,28.0,Improving,22
86,109,40,80,0,20,80,The Challenges and Benefits of Urbanization,1 min,44.0,Improving,53
38,257,0,20,20,60,100,The Impact of Globalization on Local Cultures,3 min,40.0,Improving,35
74,54,100,100,40,0,20,The Impact of Technology on Education,1 min,52.0,Improving,59
48,301,80,60,100,60,60,The Impact of Technology on Education,1 min,72.0,Stable,72
30,352,100,0,80,80,40,The Role of Renewable Energy in Combating Climate Change,1 min,60.0,Declining,65
97,324,80,60,80,100,20,The Impact of Globalization on Local Cultures,4 min,68.0,Declining,65
70,92,80,60,20,0,100,The Impact of Technology on Education,3 min,52.0,Improving,50
82,96,60,100,80,60,60,The Importance of Exercise,1 min,72.0,Stable,76
70,291,80,60,40,20,100,The Impact of Globalization on Local Cultures,2 min,60.0,Improving,59
52,290,80,0,80,0,20,The Importance of Exercise,4 min,36.0,Improving,36
54,180,40,40,80,60,100,The Importance of Exercise,4 min,64.0,Improving,70
10,443,40,60,0,60,80,The Importance of Exercise,2 min,48.0,Improving,57
28,349,60,40,20,80,20,The Impact of Globalization on Local Cultures,1 min,44.0,Declining,35
12,295,20,60,0,80,100,The Challenges and Benefits of Urbanization,2 min,52.0,Improving,47
7,466,40,20,60,100,0,The Importance of Exercise,4 min,44.0,Declining,53
73,385,60,100,40,40,80,The Impact of Technology on Education,4 min,64.0,Improving,65
37,123,20,100,40,0,80,The Importance of Exercise,3 min,48.0,Improving,52
57,139,80,100,40,20,40,The Challenges and Benefits of Urbanization,1 min,56.0,Improving,66
10,296,80,80,20,20,40,The Impact of Technology on Education,4 min,48.0,Improving,41
43,386,100,40,20,80,60,The Challenges and Benefits of Urbanization,3 min,60.0,Declining,55
69,429,80,0,0,60,100,The Challenges and Benefits of Urbanization,4 min,48.0,Improving,45
62,334,20,100,20,80,20,The Impact of Technology on Education,1 min,48.0,Declining,52
53,458,60,40,100,20,0,The Role of Renewable Energy in Combating Climate Change,1 min,44.0,Declining,44
15,416,100,40,40,20,0,The Challenges and Benefits of Urbanization,4 min,40.0,Declining,36
61,318,60,80,100,0,0,The Role of Renewable Energy in Combating Climate Change,3 min,48.0,Stable,50
68,159,80,80,20,20,80,The Role of Renewable Energy in Combating Climate Change,2 min,56.0,Improving,60
31,71,60,0,80,80,20,The Impact of Technology on Education,2 min,48.0,Declining,52
39,382,100,40,60,40,100,The Importance of Exercise,1 min,68.0,Improving,69
13,263,20,60,20,80,20,The Impact of Technology on Education,5 min,40.0,Declining,43
20,212,40,20,20,20,0,The Importance of Exercise,1 min,20.0,Declining,20
59,360,100,20,100,80,80,The Impact of Globalization on Local Cultures,5 min,76.0,Stable,85
29,4,40,20,60,40,100,The Challenges and Benefits of Urbanization,5 min,52.0,Improving,60
65,492,20,80,40,40,40,The Importance of Exercise,1 min,44.0,Stable,34
61,23,60,0,0,100,100,The Challenges and Benefits of Urbanization,2 min,52.0,Stable,42
64,280,20,60,0,100,0,The Challenges and Benefits of Urbanization,1 min,36.0,Declining,46
82,74,40,20,80,20,20,The Importance of Exercise,4 min,36.0,Stable,39
13,21,40,20,0,100,80,The Role of Renewable Energy in Combating Climate Change,2 min,48.0,Declining,38
17,261,100,40,0,100,60,The Importance of Exercise,2 min,60.0,Declining,62
55,496,100,40,40,20,20,The Importance of Exercise,5 min,44.0,Stable,43
55,204,60,40,0,60,60,The Impact of Globalization on Local Cultures,5 min,44.0,Stable,38
19,114,20,0,80,100,40,The Challenges and Benefits of Urbanization,2 min,48.0,Declining,43
78,480,60,0,0,20,100,The Importance of Exercise,2 min,36.0,Improving,38
50,35,100,0,20,40,80,The Role of Renewable Energy in Combating Climate Change,1 min,48.0,Improving,55
2,108,60,80,40,100,0,The Impact of Technology on Education,2 min,56.0,Declining,64
74,337,40,60,0,80,60,The Impact of Globalization on Local Cultures,2 min,48.0,Declining,52
2,280,80,0,60,20,80,The Role of Renewable Energy in Combating Climate Change,3 min,48.0,Improving,57
26,56,100,80,0,100,80,The Role of Renewable Energy in Combating Climate Change,2 min,72.0,Declining,65
42,4,60,20,80,20,80,The Importance of Exercise,1 min,52.0,Improving,55
95,400,60,0,20,100,100,The Importance of Exercise,5 min,56.0,Stable,47
94,358,0,20,100,0,60,The Importance of Exercise,5 min,36.0,Improving,26
50,153,20,40,80,60,0,The Impact of Technology on Education,5 min,40.0,Declining,36
45,398,60,80,100,100,40,The Impact of Technology on Education,2 min,76.0,Declining,74
50,498,20,100,40,100,80,The Importance of Exercise,4 min,68.0,Declining,62
91,86,80,20,20,100,0,The Challenges and Benefits of Urbanization,4 min,44.0,Declining,44
48,99,20,40,100,100,100,The Impact of Technology on Education,4 min,72.0,Stable,62
74,100,60,80,40,60,100,The Role of Renewable Energy in Combating Climate Change,5 min,68.0,Improving,76
98,334,100,40,0,80,0,The Challenges and Benefits of Urbanization,5 min,44.0,Declining,48
82,257,20,80,40,100,0,The Role of Renewable Energy in Combating Climate Change,3 min,48.0,Declining,48
58,1,40,40,20,100,0,The Importance of Exercise,4 min,40.0,Declining,47
44,48,40,60,20,20,60,The Challenges and Benefits of Urbanization,4 min,40.0,Improving,44
56,39,0,80,20,40,20,The Role of Renewable Energy in Combating Climate Change,4 min,32.0,Declining,35
82,490,100,60,0,60,20,The Impact of Technology on Education,5 min,48.0,Declining,54
89,54,100,20,60,100,40,The Challenges and Benefits of Urbanization,5 min,64.0,Declining,61
64,165,0,60,100,100,60,The Impact of Globalization on Local Cultures,3 min,64.0,Declining,71
3,273,20,0,100,20,0,The Impact of Globalization on Local Cultures,1 min,28.0,Declining,35
5,78,40,80,100,0,60,The Importance of Exercise,5 min,56.0,Improving,59
55,212,20,40,100,100,100,The Importance of Exercise,3 min,72.0,Stable,66
48,141,0,60,40,20,60,The Impact of Technology on Education,1 min,36.0,Improving,39
50,191,60,100,0,80,100,The Impact of Globalization on Local Cultures,2 min,68.0,Improving,66
49,464,20,60,60,40,0,The Role of Renewable Energy in Combating Climate Change,3 min,36.0,Declining,35
7,305,20,60,0,80,80,The Role of Renewable Energy in Combating Climate Change,1 min,48.0,Stable,57
60,435,40,40,60,40,80,The Impact of Technology on Education,1 min,52.0,Improving,53
33,370,100,60,20,100,80,The Importance of Exercise,1 min,72.0,Declining,82
78,78,100,100,60,100,20,The Importance of Exercise,2 min,76.0,Declining,81
91,457,20,80,80,20,100,The Challenges and Benefits of Urbanization,2 min,60.0,Improving,67
40,264,40,80,20,100,100,The Impact of Globalization on Local Cultures,3 min,68.0,Stable,63
48,279,100,40,60,40,80,The Importance of Exercise,5 min,64.0,Improving,70
